,siteId,SamplingInt,dateOnround,dateOffround,latitude,longitude,Modelled_RR,Modelled_global,Observed,Variable,Percent_Error_RR,Percent_Error_global,Precip_Percent_Error_RR,Precip_Percent_Error_global,Error_bin_RR,Error_bin_global,Below_90_glob,Below_90_RR
18295,ND11,464.0,2017-02-15,2017-02-22,47.1247,-99.2381,0.3820545022366125,0.6477257177181335,2.592832,WetDep_NH4_mgm2,578.655004671092,300.2978311767923,10.852551624307903,32.04925704358635,"(10, 20]","(30, 40]",Y,Y
18296,ND11,464.0,2017-02-15,2017-02-22,47.1247,-99.2381,3.1341334507133713,4.111801988378824,2.794,Precipitation_mm,10.852551624307903,32.04925704358635,10.852551624307903,32.04925704358635,"(10, 20]","(30, 40]",Y,Y
18297,ND11,465.0,2017-02-22,2017-03-01,47.1247,-99.2381,4.053223381537616,2.3652941810613393,4.035552,WetDep_SO4_mgm2,0.4359834105889315,70.61522546803009,65.35302356054254,72.95303901320005,"(60, 70]","(70, 80]",Y,Y
18298,ND11,465.0,2017-02-22,2017-03-01,47.1247,-99.2381,11.227875146811728,5.03475273386407,7.324344,WetDep_NO3_mgm2,34.766428160008324,45.47574403676256,65.35302356054254,72.95303901320005,"(60, 70]","(70, 80]",Y,Y
18299,ND11,465.0,2017-02-22,2017-03-01,47.1247,-99.2381,0.6455652006678348,0.3081678752652676,3.4686239999999997,WetDep_NH4_mgm2,437.3003371947126,1025.5631356818894,65.35302356054254,72.95303901320005,"(60, 70]","(70, 80]",Y,Y
18300,ND11,465.0,2017-02-22,2017-03-01,47.1247,-99.2381,4.398652224857358,5.634644131530253,1.524,Precipitation_mm,65.35302356054254,72.95303901320005,65.35302356054254,72.95303901320005,"(60, 70]","(70, 80]",Y,Y
18301,ND11,466.0,2017-03-01,2017-03-08,47.1247,-99.2381,3.1959853679069514,1.8654155476800758,4.035552,WetDep_SO4_mgm2,26.26941413824057,116.3352827748656,62.588702199047574,52.22254437980964,"(60, 70]","(50, 60]",Y,Y
18302,ND11,466.0,2017-03-01,2017-03-08,47.1247,-99.2381,5.380973291165686,5.611858171911122,6.512560000000001,WetDep_NO3_mgm2,21.029405789694554,16.04997490131053,62.588702199047574,52.22254437980964,"(60, 70]","(50, 60]",Y,Y
18303,ND11,466.0,2017-03-01,2017-03-08,47.1247,-99.2381,1.0163978052756506,1.0975500339626372,6.945376,WetDep_NH4_mgm2,583.3324475859519,532.8072329353538,62.588702199047574,52.22254437980964,"(60, 70]","(50, 60]",Y,Y
18304,ND11,466.0,2017-03-01,2017-03-08,47.1247,-99.2381,5.431514327065845,4.253051933433838,2.032,Precipitation_mm,62.588702199047574,52.22254437980964,62.588702199047574,52.22254437980964,"(60, 70]","(50, 60]",Y,Y
18305,ND11,467.0,2017-03-08,2017-03-15,47.1247,-99.2381,4.631776865174353,1.0047911661133924,2.676144,WetDep_SO4_mgm2,42.222087162239355,166.33832882423974,93.39045290997946,90.83912273521545,"(90, 100]","(90, 100]",Y,Y
18306,ND11,467.0,2017-03-08,2017-03-15,47.1247,-99.2381,2.7813626683054204,0.6317144384741614,1.358646,WetDep_NO3_mgm2,51.15178558041941,115.0728109494638,93.39045290997946,90.83912273521545,"(90, 100]","(90, 100]",Y,Y
18307,ND11,467.0,2017-03-08,2017-03-15,47.1247,-99.2381,0.3567445702645836,0.0021265285430998406,0.429768,WetDep_NH4_mgm2,20.469387853964456,20109.83924220115,93.39045290997946,90.83912273521545,"(90, 100]","(90, 100]",Y,Y
18308,ND11,467.0,2017-03-08,2017-03-15,47.1247,-99.2381,11.528777836389281,8.317980669048097,0.762,Precipitation_mm,93.39045290997946,90.83912273521545,93.39045290997946,90.83912273521545,"(90, 100]","(90, 100]",Y,Y
18309,ND11,468.0,2017-03-22,2017-03-29,47.1247,-99.2381,2.209253235723168,1.5705012204990034,6.999986,WetDep_SO4_mgm2,216.84851183249046,345.716686407659,90.56420733888834,24.953504964802008,"(90, 100]","(20, 30]",Y,Y
18310,ND11,468.0,2017-03-22,2017-03-29,47.1247,-99.2381,5.427255847078455,5.911963602261289,14.76375,WetDep_NO3_mgm2,172.02974055382836,149.72667278183104,90.56420733888834,24.953504964802008,"(90, 100]","(20, 30]",Y,Y
18311,ND11,468.0,2017-03-22,2017-03-29,47.1247,-99.2381,1.8854310008273398,2.383149841371143,12.44092,WetDep_NH4_mgm2,559.8448839836005,422.03683478174116,90.56420733888834,24.953504964802008,"(90, 100]","(20, 30]",Y,Y
18312,ND11,468.0,2017-03-22,2017-03-29,47.1247,-99.2381,4.131940677609691,10.492162220643309,7.874,Precipitation_mm,90.56420733888834,24.953504964802008,90.56420733888834,24.953504964802008,"(90, 100]","(20, 30]",Y,Y
18313,ND11,469.0,2017-04-12,2017-04-19,47.1247,-99.2381,3.4222078209269937,3.986669959881608,22.645116,WetDep_SO4_mgm2,561.7107196565867,468.02083513009165,43.65445998698336,136.6911882319136,"(40, 50]","(130, 140]",Y,Y
18314,ND11,469.0,2017-04-12,2017-04-19,47.1247,-99.2381,13.16247816443919,21.270944955409377,38.06444,WetDep_NO3_mgm2,189.18900775720147,78.95039491567061,43.65445998698336,136.6911882319136,"(40, 50]","(130, 140]",Y,Y
18315,ND11,469.0,2017-04-12,2017-04-19,47.1247,-99.2381,9.239129101622916,16.40848282637511,40.677338,WetDep_NH4_mgm2,340.2724277643739,147.90432138317482,43.65445998698336,136.6911882319136,"(40, 50]","(130, 140]",Y,Y
18316,ND11,469.0,2017-04-12,2017-04-19,47.1247,-99.2381,22.45527218780602,13.62872874185461,32.258,Precipitation_mm,43.65445998698336,136.6911882319136,43.65445998698336,136.6911882319136,"(40, 50]","(130, 140]",Y,Y
18317,ND11,470.0,2017-04-19,2017-04-26,47.1247,-99.2381,2.496793595263341,3.5554038418872684,3.9789100000000004,WetDep_SO4_mgm2,59.36079007685608,11.911618959378965,58.32025262722264,60.34884783750209,"(50, 60]","(60, 70]",Y,Y
18318,ND11,470.0,2017-04-19,2017-04-26,47.1247,-99.2381,7.857814002601438,8.881099662714359,7.277608000000001,WetDep_NO3_mgm2,7.383809319097547,18.055102674349204,58.32025262722264,60.34884783750209,"(50, 60]","(60, 70]",Y,Y
18319,ND11,470.0,2017-04-19,2017-04-26,47.1247,-99.2381,4.043697241016674,4.422567309635485,5.111496,WetDep_NH4_mgm2,26.40649621718113,15.577573887084542,58.32025262722264,60.34884783750209,"(50, 60]","(60, 70]",Y,Y
18320,ND11,470.0,2017-04-19,2017-04-26,47.1247,-99.2381,7.922312893279826,8.327626865589632,3.302,Precipitation_mm,58.32025262722264,60.34884783750209,58.32025262722264,60.34884783750209,"(50, 60]","(60, 70]",Y,Y
18321,ND11,471.0,2017-05-10,2017-05-17,47.1247,-99.2381,2.1783888124414315,2.1115365928075303,4.968240000000001,WetDep_SO4_mgm2,128.0694783054748,135.2902628788524,18.065821040832482,112.99655952588819,"(10, 20]","(110, 120]",Y,Y
18322,ND11,471.0,2017-05-10,2017-05-17,47.1247,-99.2381,10.19796481767257,11.008095218180413,15.270480000000001,WetDep_NO3_mgm2,49.74046560287217,38.72045705763926,18.065821040832482,112.99655952588819,"(10, 20]","(110, 120]",Y,Y
18323,ND11,471.0,2017-05-10,2017-05-17,47.1247,-99.2381,4.003256507500213,3.599179506273903,12.67206,WetDep_NH4_mgm2,216.54379319083205,252.08191138871294,18.065821040832482,112.99655952588819,"(10, 20]","(110, 120]",Y,Y
18324,ND11,471.0,2017-05-10,2017-05-17,47.1247,-99.2381,6.454027027317805,3.577522574524892,7.62,Precipitation_mm,18.065821040832482,112.99655952588819,18.065821040832482,112.99655952588819,"(10, 20]","(110, 120]",Y,Y
18325,ND11,472.0,2017-06-07,2017-06-14,47.1247,-99.2381,1.7509029164519077,2.20984600843544,11.107474,WetDep_SO4_mgm2,534.3854873751985,402.6356568557479,117.124288381692,137.02276765487562,"(110, 120]","(130, 140]",Y,Y
18326,ND11,472.0,2017-06-07,2017-06-14,47.1247,-99.2381,22.531610892675968,27.7745593930262,25.16703,WetDep_NO3_mgm2,11.696541005777316,9.388193548376906,117.124288381692,137.02276765487562,"(110, 120]","(130, 140]",Y,Y
18327,ND11,472.0,2017-06-07,2017-06-14,47.1247,-99.2381,10.367624263588581,11.356398504783552,19.156676,WetDep_NH4_mgm2,84.77401874293268,68.6861903615905,117.124288381692,137.02276765487562,"(110, 120]","(130, 140]",Y,Y
18328,ND11,472.0,2017-06-07,2017-06-14,47.1247,-99.2381,9.78149434975456,8.960320651948614,21.238,Precipitation_mm,117.124288381692,137.02276765487562,117.124288381692,137.02276765487562,"(110, 120]","(130, 140]",Y,Y
18333,ND11,474.0,2017-07-12,2017-07-19,47.1247,-99.2381,5.524434057994814,4.8774301848311135,5.2964080000000004,WetDep_SO4_mgm2,4.127591271812178,8.590134544045648,79.84044077866356,55.77223468340017,"(70, 80]","(50, 60]",Y,Y
18334,ND11,474.0,2017-07-12,2017-07-19,47.1247,-99.2381,17.145132972921395,19.19049848659888,15.261844,WetDep_NO3_mgm2,10.984394089540256,20.47187304353944,79.84044077866356,55.77223468340017,"(70, 80]","(50, 60]",Y,Y
18335,ND11,474.0,2017-07-12,2017-07-19,47.1247,-99.2381,5.156578621087885,6.426600589181112,8.677656,WetDep_NH4_mgm2,68.28320942325269,35.02715595253324,79.84044077866356,55.77223468340017,"(70, 80]","(50, 60]",Y,Y
18336,ND11,474.0,2017-07-12,2017-07-19,47.1247,-99.2381,32.75865274380836,14.931796695415098,6.604,Precipitation_mm,79.84044077866356,55.77223468340017,79.84044077866356,55.77223468340017,"(70, 80]","(50, 60]",Y,Y
18337,ND11,475.0,2017-07-19,2017-07-26,47.1247,-99.2381,8.39602157357837,5.252977665228288,23.964899999999997,WetDep_SO4_mgm2,185.4316153190421,356.21553197596756,88.5616576957468,70.29735690954728,"(80, 90]","(70, 80]",Y,Y
18338,ND11,475.0,2017-07-19,2017-07-26,47.1247,-99.2381,63.06221990515532,41.412582436721465,72.231504,WetDep_NO3_mgm2,14.540059180655481,74.41922176761115,88.5616576957468,70.29735690954728,"(80, 90]","(70, 80]",Y,Y
18339,ND11,475.0,2017-07-19,2017-07-26,47.1247,-99.2381,22.79455870643217,12.49112534120302,26.067766,WetDep_NH4_mgm2,14.359599304917428,108.69029241115126,88.5616576957468,70.29735690954728,"(80, 90]","(70, 80]",Y,Y
18340,ND11,475.0,2017-07-19,2017-07-26,47.1247,-99.2381,37.75022538357157,14.537426810302705,4.318,Precipitation_mm,88.5616576957468,70.29735690954728,88.5616576957468,70.29735690954728,"(80, 90]","(70, 80]",Y,Y
18341,ND11,476.0,2017-08-02,2017-08-09,47.1247,-99.2381,3.3826716580397487,3.001450369068033,5.208016000000001,WetDep_SO4_mgm2,53.96161751678953,73.51664560814038,10.050011231016507,29.44939805389044,"(10, 20]","(20, 30]",Y,Y
18342,ND11,476.0,2017-08-02,2017-08-09,47.1247,-99.2381,18.993932828122173,11.019074708934484,11.421872,WetDep_NO3_mgm2,39.865681829258,3.6554547609965846,10.050011231016507,29.44939805389044,"(10, 20]","(20, 30]",Y,Y
18343,ND11,476.0,2017-08-02,2017-08-09,47.1247,-99.2381,4.251751135149126,2.829138988510137,14.774672,WetDep_NH4_mgm2,247.49616170754058,422.232101710229,10.050011231016507,29.44939805389044,"(10, 20]","(20, 30]",Y,Y
18344,ND11,476.0,2017-08-02,2017-08-09,47.1247,-99.2381,24.8493638586283,31.682224365815745,22.352,Precipitation_mm,10.050011231016507,29.44939805389044,10.050011231016507,29.44939805389044,"(10, 20]","(20, 30]",Y,Y
18345,ND11,477.0,2017-08-09,2017-08-16,47.1247,-99.2381,9.716245297003088,7.042365748970601,3.98272,WetDep_SO4_mgm2,59.009680403720935,43.44627726013572,82.4910530310949,62.10688345188654,"(80, 90]","(60, 70]",Y,Y
18346,ND11,477.0,2017-08-09,2017-08-16,47.1247,-99.2381,34.086161618263056,23.772869641586205,12.224512,WetDep_NO3_mgm2,64.13643713567849,48.57788653913495,82.4910530310949,62.10688345188654,"(80, 90]","(60, 70]",Y,Y
18347,ND11,477.0,2017-08-09,2017-08-16,47.1247,-99.2381,8.410946392492512,5.447826719818042,8.274304,WetDep_NH4_mgm2,1.6245780928347915,51.882657535707445,82.4910530310949,62.10688345188654,"(80, 90]","(60, 70]",Y,Y
18348,ND11,477.0,2017-08-09,2017-08-16,47.1247,-99.2381,92.84396159786046,42.89961206901394,16.256,Precipitation_mm,82.4910530310949,62.10688345188654,82.4910530310949,62.10688345188654,"(80, 90]","(60, 70]",Y,Y
18353,ND11,479.0,2017-08-31,2017-09-06,47.1247,-99.2381,1.570155499745598,0.28031256586940045,0.993648,WetDep_SO4_mgm2,36.716586340588925,254.478578909997,36.80229318073515,83.84159785015918,"(30, 40]","(80, 90]",Y,Y
18354,ND11,479.0,2017-08-31,2017-09-06,47.1247,-99.2381,5.65421900655097,6.778954705105734,3.340608,WetDep_NO3_mgm2,40.918312571027464,50.72089805403272,36.80229318073515,83.84159785015918,"(30, 40]","(80, 90]",Y,Y
18355,ND11,479.0,2017-08-31,2017-09-06,47.1247,-99.2381,2.820488817953027,3.2656692341012334,2.777744,WetDep_NH4_mgm2,1.5155109880580586,14.94104880574405,36.80229318073515,83.84159785015918,"(30, 40]","(80, 90]",Y,Y
18356,ND11,479.0,2017-08-31,2017-09-06,47.1247,-99.2381,3.215306539224895,1.1052993575785768,2.032,Precipitation_mm,36.80229318073515,83.84159785015918,36.80229318073515,83.84159785015918,"(30, 40]","(80, 90]",Y,Y
18357,ND11,480.0,2017-09-13,2017-09-20,47.1247,-99.2381,9.055701475458667,12.287901888901398,7.840979999999999,WetDep_SO4_mgm2,13.413886033573593,36.189431923426405,12.920103474085598,10.949008307307691,"(10, 20]","(10, 20]",Y,Y
18358,ND11,480.0,2017-09-13,2017-09-20,47.1247,-99.2381,30.932859758792816,46.657541565844554,13.217651999999998,WetDep_NO3_mgm2,57.26986737382788,71.67092059201866,12.920103474085598,10.949008307307691,"(10, 20]","(10, 20]",Y,Y
18359,ND11,480.0,2017-09-13,2017-09-20,47.1247,-99.2381,19.5560321403351,22.38693117212823,15.681959999999998,WetDep_NH4_mgm2,19.81011338360746,29.950380963675507,12.920103474085598,10.949008307307691,"(10, 20]","(10, 20]",Y,Y
18360,ND11,480.0,2017-09-13,2017-09-20,47.1247,-99.2381,14.171081594582802,17.969479840518332,16.002,Precipitation_mm,12.920103474085598,10.949008307307691,12.920103474085598,10.949008307307691,"(10, 20]","(10, 20]",Y,Y
18361,ND11,481.0,2017-09-20,2017-09-27,47.1247,-99.2381,6.437587711928365,8.47950726735503,4.543552,WetDep_SO4_mgm2,29.4215130990582,46.417263919425274,38.4940864553803,58.72073924001553,"(30, 40]","(50, 60]",Y,Y
18362,ND11,481.0,2017-09-20,2017-09-27,47.1247,-99.2381,11.150560265751896,15.851305115617519,10.196576,WetDep_NO3_mgm2,8.555482801003157,35.67358696569527,38.4940864553803,58.72073924001553,"(30, 40]","(50, 60]",Y,Y
18363,ND11,481.0,2017-09-20,2017-09-27,47.1247,-99.2381,7.513175826791285,10.357495112599256,7.554976,WetDep_NH4_mgm2,0.5563582454660476,27.057884962843616,38.4940864553803,58.72073924001553,"(30, 40]","(50, 60]",Y,Y
18364,ND11,481.0,2017-09-20,2017-09-27,47.1247,-99.2381,42.94871578622503,63.99339405226777,26.416,Precipitation_mm,38.4940864553803,58.72073924001553,38.4940864553803,58.72073924001553,"(30, 40]","(50, 60]",Y,Y
18365,ND11,482.0,2017-09-27,2017-10-04,47.1247,-99.2381,1.0354679456933158,1.240775549564972,0.689356,WetDep_SO4_mgm2,33.42565524436109,44.44152286513907,81.56357313147208,87.84586208359859,"(80, 90]","(80, 90]",Y,Y
18366,ND11,482.0,2017-09-27,2017-10-04,47.1247,-99.2381,3.9855338226967367,6.832398184109726,1.437132,WetDep_NO3_mgm2,63.94129208449192,78.96592146309077,81.56357313147208,87.84586208359859,"(80, 90]","(80, 90]",Y,Y
18367,ND11,482.0,2017-09-27,2017-10-04,47.1247,-99.2381,2.1600027272482163,2.3731167582193233,0.46228,WetDep_NH4_mgm2,78.5981751704114,80.52013250511646,81.56357313147208,87.84586208359859,"(80, 90]","(80, 90]",Y,Y
18368,ND11,482.0,2017-09-27,2017-10-04,47.1247,-99.2381,2.7554146127262147,4.17964649976926,0.508,Precipitation_mm,81.56357313147208,87.84586208359859,81.56357313147208,87.84586208359859,"(80, 90]","(80, 90]",Y,Y
18369,ND11,483.0,2017-10-18,2017-10-25,47.1247,-99.2381,2.4661461843028274,1.3756311376918098,7.6962,WetDep_SO4_mgm2,212.0739576991335,459.4668359218416,48.022433162131094,46.392450424970605,"(40, 50]","(40, 50]",Y,Y
18370,ND11,483.0,2017-10-18,2017-10-25,47.1247,-99.2381,5.34973049848655,5.105732879453345,10.222992,WetDep_NO3_mgm2,91.09358878717546,100.22575096201551,48.022433162131094,46.392450424970605,"(40, 50]","(40, 50]",Y,Y
18371,ND11,483.0,2017-10-18,2017-10-25,47.1247,-99.2381,1.150640348807145,1.3508415052558909,5.041392,WetDep_NH4_mgm2,338.1379468594466,273.20381261493776,48.022433162131094,46.392450424970605,"(40, 50]","(40, 50]",Y,Y
18372,ND11,483.0,2017-10-18,2017-10-25,47.1247,-99.2381,5.86406826142416,5.685766322398311,3.048,Precipitation_mm,48.022433162131094,46.392450424970605,48.022433162131094,46.392450424970605,"(40, 50]","(40, 50]",Y,Y
18373,ND11,484.0,2017-11-01,2017-11-08,47.1247,-99.2381,2.0011917007651827,5.00721589429145,6.327648,WetDep_SO4_mgm2,216.19399568669695,26.370584643932126,9.37955428321046,47.07662004417527,"(0, 10]","(40, 50]",Y,Y
18374,ND11,484.0,2017-11-01,2017-11-08,47.1247,-99.2381,13.495896798352245,29.819778806384342,17.062704,WetDep_NO3_mgm2,26.428826886726327,42.7805816039557,9.37955428321046,47.07662004417527,"(0, 10]","(40, 50]",Y,Y
18375,ND11,484.0,2017-11-01,2017-11-08,47.1247,-99.2381,4.5831658857815585,9.440020701035657,6.61416,WetDep_NH4_mgm2,44.31421783180994,29.93489940891373,9.37955428321046,47.07662004417527,"(0, 10]","(40, 50]",Y,Y
18376,ND11,484.0,2017-11-01,2017-11-08,47.1247,-99.2381,6.7269587473134385,11.518538697052882,6.096,Precipitation_mm,9.37955428321046,47.07662004417527,9.37955428321046,47.07662004417527,"(0, 10]","(40, 50]",Y,Y
18377,ND11,485.0,2017-11-08,2017-11-15,47.1247,-99.2381,1.1654726335744963,0.47544880520945604,0.363728,WetDep_SO4_mgm2,68.79137360055819,23.497967391092324,69.49747316959744,60.969678110946916,"(60, 70]","(60, 70]",Y,Y
18378,ND11,485.0,2017-11-08,2017-11-15,47.1247,-99.2381,1.82270382895143,2.104860348907736,1.266952,WetDep_NO3_mgm2,30.49051744578516,39.808263258061146,69.49747316959744,60.969678110946916,"(60, 70]","(60, 70]",Y,Y
18379,ND11,485.0,2017-11-08,2017-11-15,47.1247,-99.2381,0.44804490550157944,0.45806077175931637,0.367792,WetDep_NH4_mgm2,17.911799579941107,19.7067239380951,69.49747316959744,60.969678110946916,"(60, 70]","(60, 70]",Y,Y
18380,ND11,485.0,2017-11-08,2017-11-15,47.1247,-99.2381,3.3308715886033733,2.603104332288275,1.016,Precipitation_mm,69.49747316959744,60.969678110946916,69.49747316959744,60.969678110946916,"(60, 70]","(60, 70]",Y,Y
18381,ND11,486.0,2017-11-22,2017-11-29,47.1247,-99.2381,0.6808285719233852,0.5461563376240676,0.89408,WetDep_SO4_mgm2,31.322338231805634,63.704041939620694,25.88412863277989,59.50457132915496,"(20, 30]","(50, 60]",Y,Y
18382,ND11,486.0,2017-11-22,2017-11-29,47.1247,-99.2381,1.3391684040678398,2.8935103071371646,0.757936,WetDep_NO3_mgm2,43.402487865028476,73.80565750429619,25.88412863277989,59.50457132915496,"(20, 30]","(50, 60]",Y,Y
18383,ND11,486.0,2017-11-22,2017-11-29,47.1247,-99.2381,0.28510153330041527,0.5502944519009987,0.987552,WetDep_NH4_mgm2,246.38607115430818,79.45883273736268,25.88412863277989,59.50457132915496,"(20, 30]","(50, 60]",Y,Y
18384,ND11,486.0,2017-11-22,2017-11-29,47.1247,-99.2381,2.741652985407267,5.017850327049267,2.032,Precipitation_mm,25.88412863277989,59.50457132915496,25.88412863277989,59.50457132915496,"(20, 30]","(50, 60]",Y,Y
18385,ND11,487.0,2017-12-06,2017-12-13,47.1247,-99.2381,0.8455098128958612,0.23361561410176437,0.496521,WetDep_SO4_mgm2,41.27554850020944,112.53759167985768,87.48046413791555,87.99919843188957,"(80, 90]","(80, 90]",Y,Y
18386,ND11,487.0,2017-12-06,2017-12-13,47.1247,-99.2381,2.1127594158551477,1.9818167558199524,0.7650990000000001,WetDep_NO3_mgm2,63.78674286062414,61.3940593774297,87.48046413791555,87.99919843188957,"(80, 90]","(80, 90]",Y,Y
18387,ND11,487.0,2017-12-06,2017-12-13,47.1247,-99.2381,0.2378155859251215,0.3073457672550741,0.527481,WetDep_NH4_mgm2,121.80253575393598,71.62461832839558,87.48046413791555,87.99919843188957,"(80, 90]","(80, 90]",Y,Y
18388,ND11,487.0,2017-12-06,2017-12-13,47.1247,-99.2381,3.0911689080426186,3.2247845929589403,0.387,Precipitation_mm,87.48046413791555,87.99919843188957,87.48046413791555,87.99919843188957,"(80, 90]","(80, 90]",Y,Y
18389,ND11,488.0,2017-12-13,2017-12-20,47.1247,-99.2381,0.8871124061900215,0.6597257191706478,0.741993,WetDep_SO4_mgm2,16.358626615682407,12.469921732439317,68.88756848819321,69.3376038925819,"(60, 70]","(60, 70]",Y,Y
18390,ND11,488.0,2017-12-13,2017-12-20,47.1247,-99.2381,2.1357493757909185,2.0855124417934032,0.913941,WetDep_NO3_mgm2,57.207479006681396,56.17666997881485,68.88756848819321,69.3376038925819,"(60, 70]","(60, 70]",Y,Y
18391,ND11,488.0,2017-12-13,2017-12-20,47.1247,-99.2381,0.3959040993233324,0.3717953549142331,0.7326480000000001,WetDep_NH4_mgm2,85.05693708456678,97.05679221544055,68.88756848819321,69.3376038925819,"(60, 70]","(60, 70]",Y,Y
18392,ND11,488.0,2017-12-13,2017-12-20,47.1247,-99.2381,6.007245043804232,6.0954140487012864,1.869,Precipitation_mm,68.88756848819321,69.3376038925819,68.88756848819321,69.3376038925819,"(60, 70]","(60, 70]",Y,Y
18393,ND11,489.0,2017-12-20,2017-12-27,47.1247,-99.2381,2.8369011642246336,2.2182831865869352,1.41351,WetDep_SO4_mgm2,50.17415418537033,36.27910049776667,80.19632936407822,88.44878554065122,"(80, 90]","(80, 90]",Y,Y
18394,ND11,489.0,2017-12-20,2017-12-27,47.1247,-99.2381,7.048739682370229,7.838403820850973,2.47269,WetDep_NO3_mgm2,64.92011180119896,68.45416418298855,80.19632936407822,88.44878554065122,"(80, 90]","(80, 90]",Y,Y
18395,ND11,489.0,2017-12-20,2017-12-27,47.1247,-99.2381,0.45874701649710997,0.11766453007246154,0.854202,WetDep_NH4_mgm2,86.20328182676722,625.9638902853352,80.19632936407822,88.44878554065122,"(80, 90]","(80, 90]",Y,Y
18396,ND11,489.0,2017-12-20,2017-12-27,47.1247,-99.2381,3.8477715268492307,6.596708966677411,0.762,Precipitation_mm,80.19632936407822,88.44878554065122,80.19632936407822,88.44878554065122,"(80, 90]","(80, 90]",Y,Y
18397,NE15,589.0,2017-01-04,2017-01-11,41.1528,-96.4912,1.9756437038821697,0.8164528939907466,1.3335,WetDep_SO4_mgm2,32.503011682741565,63.32846754721814,4.649527325686399,19.76142994710637,"(0, 10]","(10, 20]",Y,Y
